-0.06367	0.09281	0.10922	0.15631	0.16994	-0.09079	-0.21994	-0.07928	-0.07764	-0.04339	0.00184	0.00779
-0.12486	-0.05904	0.07556	-0.07971	0.10651	0.26636	0.41890	0.79599	0.08263	-0.01173	-0.03325	0.09514
0.00339	0.00496	0.00241	-0.00804	-0.00512	-0.47472	0.07112	0.16206	-0.30536	0.20180	0.01344	0.00094
0.00350	0.00197	-0.00205	0.00154	-0.00406	-1.02890	0.00580	-0.20920	-0.40567	0.21558	0.00444	-0.00607
-0.01132	-0.00997	0.01178	-0.01131	0.00795	-0.96563	0.19469	0.21556	0.12441	0.46162	0.00332	-0.01668
0.00128	-0.00130	-0.00066	-0.00207	-0.00265	-0.04507	0.04235	0.03775	0.12124	0.22400	0.00111	-0.00090
-0.00404	-0.02251	0.00048	-0.01961	0.00861	-0.25893	-0.15358	-0.03018	0.09593	-0.26483	-0.00737	0.00982
-0.00388	0.00627	0.00631	0.01109	0.01089	-0.05092	-0.07474	0.03549	0.09255	-0.07543	0.00094	-0.00010
-0.05404	-0.12219	0.04823	-0.14008	0.05915	0.09350	-0.19141	-0.62516	-0.40439	-0.02299	-0.00037	-0.02237
0.00057	-0.05086	0.01158	-0.06497	0.04211	-0.04687	0.27653	0.52785	0.27846	0.54504	0.28455	-0.72588
0.06374	0.25881	-0.25847	0.14773	0.21311	-0.03667	-0.14649	0.21198	0.08146	0.01897	-0.11061	0.05486
-0.18009	-0.12132	0.03222	0.03744	-0.05258	0.28458	1.61172	-0.03345	-0.20433	-0.53246	0.08120	-0.10547
0.06688	0.01797	-0.08979	-0.09852	-0.00361	0.01928	-0.12329	0.16966	0.03471	-0.30582	-0.05541	-0.21452
-0.06403	0.02379	-0.11760	-0.08159	0.13298	-0.00767	0.05648	0.01120	-0.31279	0.12341	-0.03774	-0.00921
0.11179	0.05944	0.00822	0.00296	-0.00672	0.07809	-0.05584	-0.27634	0.05262	-0.13881	-0.15274	-0.17083
-0.15825	-0.14562	0.05907	0.00545	-0.02255	0.44518	-0.21363	-4.04050	-0.84656	0.85569	2.07248	-0.38387
0.03517	0.01407	-0.03458	-0.07077	0.00705	1.23734	-0.31833	0.06036	0.02127	0.72499	-0.19482	-0.72174
-0.02125	0.01766	-0.05826	-0.05688	0.06478	0.19976	0.05067	-0.24017	0.10478	0.27273	-0.16551	0.07235
0.07178	0.02248	0.01576	-0.00714	0.01106	-0.78517	-0.30777	-0.68160	-0.28969	0.10218	-0.67382	-0.26557
0.01063	0.00906	0.00213	-0.01057	0.00059	-0.04350	-0.59350	0.26511	0.11583	0.11602	-0.00531	0.01560
-0.00120	-0.01106	0.00546	0.01376	-0.00896	-0.11500	-0.58884	0.45027	0.38742	0.21556	-0.00812	-0.00949
-0.01620	-0.00204	-0.00800	-0.00262	-0.00085	-0.25867	-0.79167	0.49821	0.27622	0.56816	-0.00587	-0.00043
-0.00580	0.00272	0.00115	-0.00941	-0.00007	0.04987	-0.15792	0.08382	-0.10663	0.05921	-0.00151	-0.00274
0.01570	-0.00076	-0.00399	-0.00675	-0.00099	-0.03362	-0.19665	-0.05219	0.30981	-0.04018	0.01069	0.02478
0.01032	-0.00158	0.00524	0.01621	-0.00897	-0.05538	-0.11257	-0.36219	-0.31585	-0.13922	0.00063	-0.00168
-0.15907	-0.05803	-0.04106	-0.04421	0.02982	-0.10404	0.20725	-0.11857	-0.11519	-0.27643	-0.02797	-0.00340
-0.11318	-0.00503	-0.03648	-0.04300	0.03133	-0.37447	-0.53786	0.55269	0.11948	-0.53921	-1.37888	-0.01811
-0.04011	-0.08138	0.07713	0.09508	-0.10199	-0.04460	0.14741	0.37704	-0.22955	0.03963	-0.01295	-0.01098
0.02462	-0.04164	0.04032	0.10258	-0.07997	0.12114	-0.00686	0.24134	0.27163	0.05364	-1.30073	0.10773
0.00438	0.13643	0.26739	-0.07492	-0.07558	-0.01616	0.09736	-0.10351	0.16887	-0.04694	0.06789	-0.01229
-0.02088	0.05879	-0.06173	0.03438	-0.09123	0.07575	-0.34987	-0.05495	-0.14769	0.34935	-0.05010	0.02013
-0.19564	-0.05732	0.00549	0.21478	-0.00011	0.09193	0.12390	0.32752	0.05243	-0.21713	0.00115	-0.11317
0.20323	-0.10298	-0.12358	0.25870	0.01860	0.02907	-0.17033	0.14087	-0.08837	-0.18690	0.09047	0.01255
-0.20630	0.09800	-0.12375	0.06472	-0.09989	0.06468	-0.05595	0.08460	0.01118	-0.08943	-0.04459	-0.09341
0.04136	0.06468	-0.09719	0.08050	-0.10369	0.61775	-0.28531	1.91676	-1.45828	-0.05177	-1.12586	0.09787
-0.10947	-0.02859	-0.00141	0.12879	-0.00320	-0.23606	-0.38576	0.44594	0.28926	0.12326	-0.02657	-0.41961
0.16378	-0.09206	-0.09591	0.24585	-0.00663	-0.27745	0.13250	-0.40433	0.15918	0.24822	0.31745	0.06309
-0.13195	0.04130	-0.07706	0.05309	-0.06386	-0.50652	0.10555	-0.94864	-0.18041	-0.05770	-0.06232	-0.29452
0.01340	-0.00434	-0.00122	-0.00370	0.00251	-0.07734	0.56224	0.00095	0.65122	-0.50423	0.01832	-0.02402
-0.01147	0.00415	0.00660	-0.00837	-0.00096	0.03761	0.25831	-0.28315	0.79016	-0.08553	0.01471	-0.00301
-0.01173	0.00360	-0.00762	0.00481	-0.00528	-0.02383	0.22945	-0.46037	0.31467	-0.00680	0.02997	0.01628
0.01193	0.00517	-0.00205	-0.01510	0.00173	-0.09870	0.21619	-0.10281	-0.14696	0.29518	-0.00304	0.00787
0.01647	0.00493	-0.00064	-0.01157	0.00001	-0.02252	0.20400	-0.16957	-0.00132	-0.02529	-0.00661	-0.00123
0.01681	-0.00913	0.01180	-0.00345	0.00709	0.07518	0.01211	-0.02700	0.19004	-0.00322	0.00533	0.00598
0.13851	0.02948	0.02407	-0.15589	0.00264	-0.25632	-0.31137	-0.08888	-0.03385	0.02855	0.00007	-0.07154
0.08890	0.00368	0.01501	-0.09463	0.01669	-0.01784	-0.03677	-0.20289	0.44356	0.17694	0.34680	-1.04615
-0.17232	0.09356	-0.06325	-0.01439	-0.08418	0.03674	0.16057	0.08200	0.10946	0.21260	0.04557	0.05793
-0.10880	0.04137	-0.03039	-0.00764	-0.02008	0.04434	-0.27817	0.38840	0.42946	-0.03531	0.87752	0.51914
